0,2026-01-19 13:42:51.210978," Executive Director, Business Development - Core job in  Washington,   D.C.  at  Syneos Health/ inVentiv Health Commercial LLC  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/14604484/Executive-Director-Business-Development-Core-D-C-Washington
1,2026-01-19 13:42:51.210978, Data Center COE Service Site Manager job in   D.C.  at  ABB Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/14382220/Data-Center-Coe-Service-Site-Manager-D-C
2,2026-01-19 13:42:51.210978, Senior Site Contracts Manager (Sponsor Dedicated /Remote - US Based) job in   D.C.  at  Syneos Health/ inVentiv Health Commercial LLC  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15477187/Senior-Site-Contracts-Manager-Sponsor-Dedicated-Remote-Us-Based-D-C
3,2026-01-19 13:42:51.210978, 340B Senior Business Analyst job in   D.C.  at  Cencora  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15475650/340b-Senior-Business-Analyst-D-C
4,2026-01-19 13:42:51.210978," Software Engineer (Backend-Python) job in  Washington,   D.C.  at  Nava Public Benefit Corp  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/12888588/Software-Engineer-Backend-Python-D-C-Washington
5,2026-01-19 13:42:51.210978," Sr. Software Engineer  (FHIR/Interoperability) job in  Washington,   D.C.  at  Nava Public Benefit Corp  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/15163191/Sr-Software-Engineer-Fhir-Interoperability-D-C-Washington
6,2026-01-19 13:42:51.210978, State Policy Manager job in   D.C.  at  Hitachi Energy  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/14751611/State-Policy-Manager-D-C
7,2026-01-19 13:42:51.210978," Principal Software Engineer (Mainframe Modernization) job in  Washington,   D.C.  at  Nava Public Benefit Corp  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/13221099/Modernization-Tech-Lead-New-Jersey-Newark
8,2026-01-19 13:42:51.210978, Hospital Integration Engineer job in   D.C.  at  ZOLL Resuscitation  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15158933/Hospital-Integration-Engineer-D-C
9,2026-01-19 13:42:51.210978, Sr. Project Engineer job in   D.C.  at  ABB Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/14522403/Sr-Project-Engineer-D-C
10,2026-01-19 13:42:51.210978, Senior Project Engineer job in   D.C.  at  ABB Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/14522346/Senior-Project-Engineer-D-C
11,2026-01-19 13:42:51.210978, Enterprise Global Account Manager job in   D.C.  at  Citrix Systems  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15443621/Enterprise-Global-Account-Manager-D-C
12,2026-01-19 13:42:51.210978, Industry Sales Manager job in   D.C.  at  ABB Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15443313/Industry-Sales-Manager-D-C
13,2026-01-19 13:42:51.210978, Regional Sales Manager - Large Motors job in   D.C.  at  ABB Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15308488/Regional-Sales-Manager-Large-Motors-D-C
14,2026-01-19 13:42:51.210978," New Business Account Executive, LE GBS job in   D.C.  at  Gartner  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/15189649/New-Business-Account-Executive-Le-Gbs-D-C
15,2026-01-19 13:42:51.210978," Business Development Executive, Supply Chain, LE job in   D.C.  at  Gartner  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/10932316/Business-Development-Executive-Supply-Chain-Le-D-C
16,2026-01-19 13:42:51.210978," Territory Sales Manager job in  Washington,   D.C.  at  Coloplast  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/15077184/Territory-Sales-Manager-Wisconsin-New-Berlin
17,2026-01-19 13:42:51.210978," Territory Manager, Bioprocessing job in  Washington,   D.C.  at  Getinge  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/14035476/Territory-Manager-Bioprocessing-D-C-Washington
18,2026-01-19 13:42:51.210978, Regional Sales Manager - Drives job in   D.C.  at  ABB Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15292926/Regional-Sales-Manager-Drives-D-C
19,2026-01-19 13:42:51.210978, Account Executive-New Business| Large Enterprise | Remote-US job in   D.C.  at  Gartner  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/13807703/Business-Development-Executive-Large-Enterprise-Remote-Tx-Ny-Dc-Chicago-D-C
