0,2026-01-17 13:26:56.236010, Project Manager I: Clinical Business Strategy & Operations (Sponsor Dedicated /Remote: US Based) job in   D.C.  at  Syneos Health/ inVentiv Health Commercial LLC  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15477334/Project-Manager-I-Clinical-Business-Strategy-Operations-Sponsor-Dedicated-Remote-Us-Based-D-C
1,2026-01-17 13:26:56.236010, Project Manager II: Late Phase Oncology; ISR/CO Study Manager (Sponsor Dedicated/ US Remote) job in   D.C.  at  Syneos Health/ inVentiv Health Commercial LLC  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15477275/Project-Manager-Ii-Late-Phase-Oncology-Isr-Co-Study-Manager-Sponsor-Dedicated-Us-Remote-D-C
2,2026-01-17 13:26:56.236010, Senior Site Contracts Manager (Sponsor Dedicated /Remote - US Based) job in   D.C.  at  Syneos Health/ inVentiv Health Commercial LLC  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15477187/Senior-Site-Contracts-Manager-Sponsor-Dedicated-Remote-Us-Based-D-C
3,2026-01-17 13:26:56.236010, 340B Senior Business Analyst job in   D.C.  at  Cencora  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15475650/340b-Senior-Business-Analyst-D-C
4,2026-01-17 13:26:56.236010, State Policy Manager job in   D.C.  at  Hitachi Energy  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/14751611/State-Policy-Manager-D-C
5,2026-01-17 13:26:56.236010," Principal Software Engineer (Mainframe Modernization) job in  Washington,   D.C.  at  Nava Public Benefit Corp  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/13221099/Modernization-Tech-Lead-New-Jersey-Newark
6,2026-01-17 13:26:56.236010, Hospital Integration Engineer job in   D.C.  at  ZOLL Resuscitation  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15158933/Hospital-Integration-Engineer-D-C
7,2026-01-17 13:26:56.236010, Sr. Project Engineer job in   D.C.  at  ABB Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/14522403/Sr-Project-Engineer-D-C
8,2026-01-17 13:26:56.236010, Senior Project Engineer job in   D.C.  at  ABB Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/14522346/Senior-Project-Engineer-D-C
9,2026-01-17 13:26:56.236010, Enterprise Global Account Manager job in   D.C.  at  Citrix Systems  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15443621/Enterprise-Global-Account-Manager-D-C
10,2026-01-17 13:26:56.236010, Industry Sales Manager job in   D.C.  at  ABB Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15443313/Industry-Sales-Manager-D-C
11,2026-01-17 13:26:56.236010, Regional Sales Manager - Large Motors job in   D.C.  at  ABB Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15308488/Regional-Sales-Manager-Large-Motors-D-C
12,2026-01-17 13:26:56.236010," New Business Account Executive, LE GBS job in   D.C.  at  Gartner  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/15189649/New-Business-Account-Executive-Le-Gbs-D-C
13,2026-01-17 13:26:56.236010," Business Development Executive, Supply Chain, LE job in   D.C.  at  Gartner  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/10932316/Business-Development-Executive-Supply-Chain-Le-D-C
14,2026-01-17 13:26:56.236010," Territory Sales Manager job in  Washington,   D.C.  at  Coloplast  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/15077184/Territory-Sales-Manager-Wisconsin-New-Berlin
15,2026-01-17 13:26:56.236010," Territory Manager, Bioprocessing job in  Washington,   D.C.  at  Getinge  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/14035476/Territory-Manager-Bioprocessing-D-C-Washington
16,2026-01-17 13:26:56.236010, Regional Sales Manager - Drives job in   D.C.  at  ABB Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15292926/Regional-Sales-Manager-Drives-D-C
17,2026-01-17 13:26:56.236010, Account Executive-New Business| Large Enterprise | Remote-US job in   D.C.  at  Gartner  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/13807703/Business-Development-Executive-Large-Enterprise-Remote-Tx-Ny-Dc-Chicago-D-C
18,2026-01-17 13:26:56.236010," Sales Manager, Events job in   D.C.  at  Performance Review Institute (PRI)  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/15090772/Sales-Manager-Events-D-C
19,2026-01-17 13:26:56.236010, Sr. Technical Delivery Manager job in   D.C.  at  BetMGM  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15156168/Sr-Technical-Delivery-Manager-D-C
20,2026-01-17 13:26:56.236010, Sales Manager job in   D.C.  at  ENGIE North America Inc.  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/15152860/Sales-Manager-D-C
21,2026-01-17 13:26:56.236010," Portfolio Manager, NextGear Capital (Baltimore/DC Market) job in  Washington,   D.C.  at  Cox  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/15097440/Portfolio-Manager-Nextgear-Capital-Baltimore-Dc-Market-D-C-Washington
